fiance	0.9976363713281075
quiz	0.9976363713281075
boyf	0.9976363713281075
mess	0.9976363713281075
staer	0.9976363713281075
biodiversity	0.9976363713281075
fraternity	0.9976363713281075
philosophy	0.9976363713281075
roomy	0.9976363713281075
d1	0.9976363713281075
metric	0.9976363713281075
bff	0.9976363713281075
likeness	0.9976363713281075
fur	0.9976363713281075
campus	0.9976363713281075
econ	0.9976363713281075
attendance	0.9976363713281075
nickname	0.9976363713281075
earring	0.9976363713281075
sociology	0.9976363713281075
sharona	0.9976363713281075
opinio	0.9976363713281075
parrot	0.9976363713281075
lmaoo	0.9976363713281075
hold	0.9976363713281075
password	0.9976363713281075
chem	0.9976363713281075
microbiology	0.9976363713281075
ecology	0.9976363713281075
expense	0.9976363713281075
stat	0.9976363713281075
obsession	0.9976363713281075
commitment	0.9976363713281075
delicate	0.9976363713281075
chess	0.9976363713281075
physics	0.9976363713281075
undergrad	0.9976363713281075
survey	0.9976363713281075
gpa	0.9976363713281075
algebra	0.9976363713281075
acl	0.9976363713281075
biochem	0.9976363713281075
hahahaha	0.9976363713281075
pok	0.9976363713281075
formula	0.9976363713281075
f1	0.9976363713281075
airline	0.9976363713281075
endeavour	0.9976363713281075
karen	0.9976363713281075
curvature	0.9976363713281075
quantum	0.9976363713281075
groupmate	0.9976363713281075
ahahahahahaha	0.9976363713281075
midterm	0.9976363713281075
microbio	0.9976363713281075
stimulus	0.9976363713281075
d	0.9976363713281075
milk	0.9976363713281075
tuition	0.9976363713281075
sorority	0.9976363713281075
residence	0.9976363713281075
movement	0.9976363713281075
calc	0.9976363713281075
intuition	0.9976363713281075
bro	0.9976363713281075
roomate	0.9976363713281075
lmfaoo	0.9976363713281075
soror	0.9976363713281075
raag	0.9976363713281075
chris	0.9976363713281075
prope	0.9976363713281075
preprint	0.9976363713281075
zoomer	0.9976363713281075
scholarship	0.9976363713281075
textbook	0.9976363713281075
bob	0.9976363713281075
witch	0.9976363713281075
bahaha	0.9976363713281075
greenwood	0.9976363713281075
undergr	0.9976363713281075
trimester	0.9976363713281075
pork	0.9976363713281075
brilliance	0.9976363713281075
met	0.9976363713281075
graduation	0.9175936636545711
professor	0.8813765652122454
study	0.8434856915008491
homework	0.8434856915008491
prof	0.8434856915008491
classmate	0.8305822866649413
assignment	0.8153148145341529
roommate	0.7782735428538036
progress	0.7744928200138977
responsibility	0.7744928200138977
boyfriend	0.7444404749474958
schedule	0.7319332055951018
online	0.7099542988763266
depament	0.7099542988763266
hahaha	0.7099542988763266
zoom	0.7099542988763266
back	0.6791826402095729
dorm	0.6791826402095729
semester	0.6611641347068945
internship	0.6611641347068945
roomie	0.6611641347068945
haha	0.6611641347068945
college	0.654691620201277
class	0.6493296770598916
university	0.6146441190720016
teacher	0.6098708403193439
defense	0.592171263219943
program	0.592171263219943
syllabus	0.592171263219943
hall	0.592171263219943
recommendation	0.592171263219943
exam	0.5701923565011678
essay	0.5668534552356532
girlfriend	0.5477195006491091
